GNAME|GNTYPE|LATDMS|LONDMS|ELEV|TOWNNAME
Georgia Middle School|School|44.73532450|-73.11263760|123|GEORGIA
Georgia Plains Cemetery|Cemetery|44.71976800|-73.16263470|80|GEORGIA
Goodrich Cemetery|Cemetery|44.72865760|-73.12541440|99|GEORGIA
Gould School (historical)|School|44.82504720|-72.90680230|184|FAIRFIELD
Grace Cemetery|Cemetery|44.88532350|-72.93985670|121|SHELDON
Grace Church|Church|44.88504570|-72.93985670|122|SHELDON
Greens Corner Cemetery|Cemetery|44.85921210|-73.03124690|122|SWANTON
Hard'ack Recreation Area|Park|44.81754590|-73.06624820|186|ST. ALBANS TOWN
Haston Library|Building|44.98115470|-72.91763160|132|FRANKLIN
Hathaways Tavern|Building|44.82421220|-73.08013630|133|ST. ALBANS CITY
Hazens Notch Ski Touring Center|Locale|44.87699130|-72.58678600|262|MONTGOMERY
Hectorville Covered Bridge|Bridge|44.85865830|-72.61206540|175|MONTGOMERY
Highgate Center Cemetery|Cemetery|44.93004340|-73.04846470|69|HIGHGATE
Highgate Falls Parabolic Truss Bridge|Bridge|44.93448770|-73.04735330|40|HIGHGATE
Highgate Falls Cemetery|Cemetery|44.93004340|-73.04763140|70|HIGHGATE
Highgate Elementary School|School|44.94143200|-73.04457510|92|HIGHGATE
Highgate Shopping Plaza Shopping Center|Locale|44.84032290|-73.07874670|116|ST. ALBANS TOWN
Hill Farm Estates (subdivision)|Populated Place|44.81115710|-73.06680410|179|ST. ALBANS TOWN
Hillside Cemetery|Cemetery|45.00337860|-72.65735200|195|RICHFORD
Holy Angels Church|Church|44.81143440|-73.09291420|107|ST. ALBANS CITY
Holy Trinity Episcopal Church|Church|44.91865380|-73.12374230|45|SWANTON
Homestead Campgrounds|Locale|44.69088060|-73.10652470|117|GEORGIA
Hopkins Covered Bridge|Bridge|44.92060200|-72.67346170|128|ENOSBURG
Hubbard Cemetery|Cemetery|44.74782420|-73.11874890|104|GEORGIA
Hubbard School (historical)|School|45.00254240|-72.96762860|92|FRANKLIN
Hutchins Covered Bridge|Bridge|44.85338050|-72.61289860|193|MONTGOMERY
Hyde Cemetery|Cemetery|44.93059950|-73.00040940|88|HIGHGATE
Hyde Cemetery|Cemetery|44.68060330|-73.09374700|93|GEORGIA
Interchange 18|Crossing|44.69921360|-73.12235780|135|GEORGIA
Interchange 19|Crossing|44.79476860|-73.06958260|169|ST. ALBANS TOWN
Interchange 20|Crossing|44.84365610|-73.07930200|115|ST. ALBANS TOWN
Interchange 21|Crossing|44.92226500|-73.10763120|51|SWANTON
Interchange 22|Crossing|45.00920790|-73.08707230|71|HIGHGATE
Island Farm Nature Trail|Trail|44.77087740|-73.20457750|38|ST. ALBANS TOWN
J G Saxes Monument|Cemetery|44.99837490|-73.06068310|41|HIGHGATE
Kamp Kill Kare (historical)|Locale|44.76476690|-73.18152310|29|GEORGIA
Keezer Cemetery|Cemetery|44.69615940|-73.05513820|163|FAIRFAX
Killkare State Park|Park|44.77921110|-73.18263390|33|ST. ALBANS TOWN
Kirley Cemetery|Cemetery|44.86310200|-72.89819020|233|FAIRFIELD
Lakewood Campground|Locale|44.95948540|-73.20512960|35|SWANTON
Longley Covered Bridge|Bridge|44.90726880|-72.65540390|136|MONTGOMERY
Loomis Cemetery|Cemetery|44.72421390|-73.09124920|134|GEORGIA
Lost Nation School (historical)|School|44.75810430|-72.89680320|257|FAIRFIELD
Lower Covered Bridge|Bridge|44.66838270|-73.00763810|124|FAIRFAX
Main Street Cemetery|Cemetery|44.90560200|-72.79846760|121|ENOSBURG
Maple Grove Campground|Locale|44.70754850|-73.03680620|195|FAIRFAX
Maple Grove Cemetery|Cemetery|44.78227050|-72.80013070|224|BAKERSFIELD
Maple Grove Cemetery|Cemetery|44.98809910|-72.91818690|151|FRANKLIN
Marsh Cemetery|Cemetery|44.95532270|-72.86096730|183|FRANKLIN
Mary S Babcock Elementary School|School|44.91476510|-73.11402030|44|SWANTON
Maquam Bay Wildlife Management Area|Park|44.93476410|-73.16624140|29|SWANTON
McCarty School (historical)|School|44.82365810|-72.97236030|243|FAIRFIELD
Merrill Four Corners|Locale|44.75560370|-73.03347540|268|FAIRFAX
Miller Camp (historical)|Locale|44.98698880|-72.85568970|135|FRANKLIN
Mill Pond Campground|Locale|44.99310000|-72.84485690|133|FRANKLIN
Milton Baptist Fellowship Church|Church|44.79532390|-73.08041540|147|ST. ALBANS TOWN
Missisquoi River Bridge|Bridge|44.99671210|-72.67124230|139|RICHFORD
Montefiore Cemetery|Cemetery|44.84671150|-73.08874610|94|ST. ALBANS TOWN
Montgomery Center Cemetery|Cemetery|44.88254680|-72.61206610|188|MONTGOMERY
Montgomery Elementary School|School|44.87838020|-72.60539870|172|MONTGOMERY
Morey Cemetery|Cemetery|44.81449190|-72.90458030|120|FAIRFIELD
Mudgett Cemetery|Cemetery|44.67227180|-72.97152580|161|FAIRFAX
Nazarene Church|Church|44.80254620|-73.07041550|166|ST. ALBANS TOWN
New Catholic Cemetery|Cemetery|44.90282430|-72.78930080|125|ENOSBURG
New Protestant Cemetery|Cemetery|44.98198800|-72.91902030|134|FRANKLIN
North Fairfield-Herrick Cemetery|Cemetery|44.83921380|-72.86902310|218|FAIRFIELD
North Sheldon-Fish Cemetery|Cemetery|44.90865650|-72.90374490|114|SHELDON
North School (historical)|School|44.79615910|-72.79624200|230|BAKERSFIELD
North Shore Trail|Trail|44.77365510|-73.20679950|36|ST. ALBANS TOWN
Northwestern Medical Center Information Center|Building|44.80754600|-73.07180410|171|ST. ALBANS CITY
Old Catholic Cemetery|Cemetery|44.90782400|-72.81235650|121|ENOSBURG
Old Cemetery|Cemetery|44.90087990|-72.63651310|156|MONTGOMERY
Patten Camp|Locale|44.98393300|-72.87652210|141|FRANKLIN
Patton Cemetery|Cemetery|44.98754400|-72.87985530|156|FRANKLIN
Pioneer Cemetery|Cemetery|44.68254960|-72.91180080|195|FLETCHER
Pomeroy School (historical)|School|44.95282220|-72.90513280|163|FRANKLIN
Pond Cemetery|Cemetery|44.86115700|-73.00235860|201|FAIRFIELD
President Arthur Birthplace Museum|Building|44.83171420|-72.80374330|156|BAKERSFIELD
Prouty Cemetery|Cemetery|44.99837730|-72.86680020|159|FRANKLIN
Pumpkin Village Cemetery|Cemetery|44.83726910|-72.91180220|170|FAIRFIELD
Rice Hill School (historical)|School|44.92226690|-72.95013290|142|SHELDON
Rich Cemetery|Cemetery|44.86337760|-73.09652280|103|SWANTON
Richford Center Cemetery|Cemetery|44.97421230|-72.64873910|249|RICHFORD
Richford Country Club|Locale|45.00504520|-72.64818440|208|RICHFORD
Richford Elementary School|School|44.98337890|-72.67874250|145|RICHFORD
Richford High School|School|44.99476760|-72.67013100|145|RICHFORD
Richford Town Hall|Building|44.99560100|-72.67318680|144|RICHFORD
River Road Cemetery|Cemetery|44.65282770|-72.90763240|182|FLETCHER
Roegan Road Cemetery|Cemetery|44.83782520|-72.59261890|373|MONTGOMERY
Roegan Road Cemetery|Cemetery|44.84921400|-72.59678610|331|MONTGOMERY
Sabin Cemetery|Cemetery|44.72449080|-73.12902520|99|GEORGIA
Safford Cemetery|Cemetery|44.69477140|-73.01069530|202|FAIRFAX
Saint Albans Chamber of Commerce|Building|44.81087900|-73.08208130|131|ST. ALBANS CITY
Saint Albans City Elementary School|School|44.82032310|-73.09180270|117|ST. ALBANS CITY
Saint Albans City Hall|Building|44.81337900|-73.08402550|122|ST. ALBANS CITY
Saint Albans Correctional Facility|Building|44.85004400|-73.13291130|50|ST. ALBANS TOWN
Saint Albans Free Library|Building|44.81254580|-73.07930350|141|ST. ALBANS CITY
Saint Albans Historic District|Park|44.81087900|-73.08374790|122|ST. ALBANS CITY
Saint Albans Historical Museum|Building|44.81087900|-73.08208130|131|ST. ALBANS CITY
Saint Albans Municipal Forest|Forest|44.76865820|-73.06263990|234|FAIRFAX
Saint Albans Post Office|Post Office|44.80949010|-73.08430350|122|ST. ALBANS CITY
Saint Albans Shopping Center|Locale|44.81560120|-73.08152550|134|ST. ALBANS CITY
Saint Albans Town Education Center|School|44.80171260|-73.08624830|131|ST. ALBANS CITY
Saint Albans Town Industrial Park|Locale|44.80087890|-73.09958110|109|ST. ALBANS TOWN
Saint Anthonys Cemetery|Cemetery|44.90587820|-72.97374460|105|SHELDON
Saint Bartholomews Episcopal Church|Church|44.90226880|-72.63929120|152|MONTGOMERY
Saint Georges Cemetery|Cemetery|44.78560380|-72.80374210|223|BAKERSFIELD
Saint Isidore Cemetery|Cemetery|44.88004680|-72.60373200|215|MONTGOMERY
Saint Isadore Parish Hall|Church|44.87726910|-72.60734330|165|MONTGOMERY
Saint Johns Episcopal Church|Church|44.93004340|-73.04846470|69|HIGHGATE
Saint Louis Church|Church|44.93837650|-73.04763090|91|HIGHGATE
Saint Lukes Catholic Church|Church|44.65643830|-73.00985940|125|FAIRFAX
Saint Lukes Episcopal Church|Church|44.81087910|-73.08069250|138|ST. ALBANS CITY
Saint Marys Cemetery|Cemetery|44.92365380|-73.11707550|47|SWANTON
Saint Marys Cemetery|Cemetery|44.98254360|-72.91902030|133|FRANKLIN
Saint Marys Parish Church|Church|44.81004580|-73.08041470|139|ST. ALBANS CITY
Saint Patricks Cemetery|Cemetery|44.80504760|-72.95347160|173|FAIRFIELD
Saint Patricks Church|Church|44.80393650|-72.94597130|162|FAIRFIELD
Saint Pauls United Methodist Church|Church|44.81032360|-73.08152570|134|ST. ALBANS CITY
Saint Rocks Cemetery|Cemetery|44.84060230|-72.94096960|130|FAIRFIELD
School Number 1 (historical)|School|44.91504560|-72.86430060|126|SHELDON
School Number 5 (historical)|School|44.99948880|-72.83569070|133|FRANKLIN
School Number 7 (historical)|School|44.93976740|-72.86180060|178|FRANKLIN
School Number 8 (historical)|School|44.98060030|-72.84096810|171|FRANKLIN
School Number 10 (historical)|School|44.95754610|-72.75680370|228|BERKSHIRE
Sheldon Cemetery|Cemetery|44.88615670|-72.94957890|138|SHELDON
Sheldon Elementary School|School|44.90060070|-72.96152270|111|SHELDON
Sheldon Home Association Cemetery|Cemetery|44.89282310|-72.96513430|119|SHELDON
Sheldon Union Cemetery|Cemetery|44.92004460|-72.96291060|124|SHELDON
Spafford Cemetery|Cemetery|44.65143870|-72.95402360|142|FAIRFAX
South Franklin|Populated Place|44.94171200|-72.84680090|199|FRANKLIN
South Franklin Cemetery|Cemetery|44.94532310|-72.84596760|198|FRANKLIN
South Richford Cemetery|Cemetery|44.93199060|-72.65262690|223|RICHFORD
Southern Tip Trail|Trail|44.76976620|-73.20679960|36|ST. ALBANS TOWN
Stevens Ferry Cemetery|Cemetery|44.92143550|-72.75235750|119|ENOSBURG
Swanton Central School|School|44.91587620|-73.11152030|45|SWANTON
Swanton Chamber of Commerce|Building|44.91948710|-73.12596450|41|SWANTON
Swanton Covered Bridge|Bridge|44.91670940|-73.12818670|30|SWANTON
Swanton Hill Cemetery|Cemetery|44.83254660|-73.00347170|187|SWANTON
Swanton Post Office|Post Office|44.91948710|-73.12402000|45|SWANTON
Swanton Public Library|Building|44.91837600|-73.12402000|45|SWANTON
Swanton Town Hall|Building|44.91726500|-73.12290900|45|SWANTON
Taylor Park|Park|44.81143460|-73.08235910|128|ST. ALBANS CITY
Tri-Church Parish Church|Church|44.78143720|-72.80040840|229|BAKERSFIELD
Troy Street Cemetery|Cemetery|44.99171220|-72.67179760|147|RICHFORD
Village Cemetery|Cemetery|44.90226880|-72.63651320|186|MONTGOMERY
West Berkshire Cemetery|Cemetery|44.98698930|-72.81596920|170|BERKSHIRE
West Enosburg Cemetery|Cemetery|44.86588030|-72.79818860|122|ENOSBURG
West Hill Cemetery|Cemetery|44.83115870|-72.65290090|460|MONTGOMERY
West Hill Covered Bridge|Bridge|44.86726930|-72.64817970|266|MONTGOMERY
West School (historical)|School|44.78782590|-72.82874350|171|BAKERSFIELD
West Shore Trail|Trail|44.77115500|-73.21207710|29|ST. ALBANS TOWN
Willard Cemetery|Cemetery|44.99282070|-72.94818530|111|FRANKLIN
Wolf Run Country Club|Locale|44.82726990|-72.77679780|247|BAKERSFIELD
Wolf Run Cross Country Ski Center|Locale|44.82726990|-72.77679780|247|BAKERSFIELD
Woods Island State Park|Park|44.80254350|-73.20929890|34|ST. ALBANS TOWN
Montgomery Free Library|Building|44.87476910|-72.60067600|234|MONTGOMERY
Rock River Bridge|Bridge|44.97198640|-73.08624020|43|HIGHGATE
Academy School|School|42.85119290|-72.59842430|140|BRATTLEBORO
Academy School Library|Building|42.85119290|-72.59842430|140|BRATTLEBORO
Acton Cemetery|Cemetery|43.12063330|-72.65953760|485|TOWNSHEND
Adams Grist Mill (historical)|Locale|43.13118890|-72.44286610|76|ROCKINGHAM
Agape Christian Fellowship|Church|42.83341540|-72.55731230|104|BRATTLEBORO
Alden Cemetery|Cemetery|42.95730200|-72.87926530|588|DOVER
Alexander Perry Cemetery|Cemetery|42.75397170|-72.48397730|91|VERNON
Alls Souls Church|Church|42.85147070|-72.60314660|172|BRATTLEBORO
Alpin Cemetery|Cemetery|42.99258060|-72.46869960|110|PUTNEY
Asa Keys Medical Library|Building|42.85952620|-72.56259020|84|BRATTLEBORO
Athen Elementary School|School|43.12980000|-72.56731300|196|ATHENS
Austine School Library|Building|42.84313750|-72.57564600|174|BRATTLEBORO
Averell Cemetery|Cemetery|42.86063680|-72.85037510|481|WILMINGTON
Baha'i Community Church|Church|42.85008190|-72.56453470|83|BRATTLEBORO
Baker Field|Park|42.86535890|-72.86926460|460|WILMINGTON
Bald Mountain Campground|Locale|43.03924600|-72.67398210|133|TOWNSHEND
Ball Mountain Dam|Dam|43.12785510|-72.77259630|286|JAMAICA
Ball Mountain Dam Recreation Area|Locale|43.12785510|-72.77037390|294|JAMAICA
Bartonsville Covered Bridge|Bridge|43.22368700|-72.53703460|152|ROCKINGHAM
Beaver Brook Park|Park|42.86647000|-72.87176460|460|WILMINGTON
Bellows Falls Canal|Canal|43.13563340|-72.44481060|84|ROCKINGHAM
Bellows Falls Downtown Historic District|Park|43.13396670|-72.44425500|96|ROCKINGHAM
Bellows Falls Fire Department|Building|43.13924440|-72.45369960|99|ROCKINGHAM
Bellows Falls Historical Society Museum|Building|43.13118890|-72.44286610|76|ROCKINGHAM
Bellows Falls Middle School|School|43.13341110|-72.44675500|101|ROCKINGHAM
Bellows Falls Post Office|Post Office|43.13368890|-72.44314390|96|ROCKINGHAM
Bellows Falls Union High School|School|43.11896700|-72.44369950|99|WESTMINSTER
Bethel Chapel Assembly of God Church|Church|42.84758190|-72.56453460|78|BRATTLEBORO
Boston and Main Railroad Tunnel|Tunnel|43.13285560|-72.44425500|99|ROCKINGHAM
Brattleboro Area Middle School|School|42.83674870|-72.56147900|128|BRATTLEBORO
Brattleboro Chamber of Commerce|Building|42.85369300|-72.55925670|90|BRATTLEBORO
Brattleboro Community School|School|42.85452630|-72.55897890|88|BRATTLEBORO
Brattleboro Downtown Historic District|Park|42.85424860|-72.55897890|88|BRATTLEBORO
Brattleboro Memorial Hospital|Hospital|42.84341530|-72.56481240|127|BRATTLEBORO
Brattleboro Memorial Hospital Library|Building|42.84341530|-72.56481240|127|BRATTLEBORO
Brattleboro Municipal Center|Building|42.85591510|-72.56147900|96|BRATTLEBORO
Brattleboro Museum and Art Center|Building|42.85147080|-72.55647890|69|BRATTLEBORO
Brattleboro Music Center Office|Building|42.85647070|-72.55897890|90|BRATTLEBORO
Brattleboro Music Center School|School|42.85647070|-72.55897890|90|BRATTLEBORO
Brattleboro North Shopping Plaza Shopping Center|Locale|42.87897050|-72.56147900|88|BRATTLEBORO
Brigham Young Memorial Cemetery|Cemetery|42.78313780|-72.86343070|587|WHITINGHAM
Burbees Mill (historical)|Locale|43.15618790|-72.72731740|497|WINDHAM
Butterfield Library|Building|43.07035690|-72.46342180|94|WESTMINSTER
Calvary Chapel|Church|43.08396720|-72.71231660|171|TOWNSHEND
Cambridgeport Cemetery|Cemetery|43.14591080|-72.55759060|182|ROCKINGHAM
Camperama Family Campground|Locale|43.04007930|-72.67037090|133|TOWNSHEND
Carinthia Ski Center|Locale|42.95924640|-72.89121020|607|DOVER
Center Cemetery|Cemetery|42.86563720|-72.72203820|513|MARLBORO
Central Elementary School|School|43.13230000|-72.45092180|105|ROCKINGHAM
Centre Church|Church|42.85397080|-72.55842340|86|BRATTLEBORO
Chapel of the Snows|Church|43.11452160|-72.90510020|641|STRATTON
Christ Church|Church|42.81619330|-72.57453480|123|GUILFORD
Christ Church|Church|43.13841100|-72.50647800|144|ROCKINGHAM
Christ Church Cemetery|Cemetery|42.81508220|-72.57509040|128|GUILFORD
Church of Christ|Church|42.85119300|-72.57814610|128|BRATTLEBORO
Cobb-West Cemetery|Cemetery|43.22368680|-72.63787070|378|GRAFTON
Cole-Brown Cemetery|Cemetery|42.99730250|-72.63398090|127|BROOKLINE
Coleman Cemetery|Cemetery|42.78230460|-72.80759570|377|WHITINGHAM
Community Bible Chapel|Church|42.83480420|-72.56342350|126|BRATTLEBORO
Cotton Mill Hill Cemetery|Cemetery|42.83424870|-72.55397880|88|BRATTLEBORO
Creamery Covered Bridge|Bridge|42.85008190|-72.58647950|127|BRATTLEBORO
Cromwell Park|Park|42.85202630|-72.56759030|119|BRATTLEBORO
Dalem Cemetery|Cemetery|42.86508170|-72.59036850|197|BRATTLEBORO
Deerfield Ridge Trail|Trail|42.90424710|-72.91509950|799|WILMINGTON
Deerfield Valley Elementary School|School|42.86952540|-72.87676480|459|WILMINGTON
Deerfield Valley Health Center|Hospital|42.79869320|-72.82231840|417|WHITINGHAM
Dipping Hole-West Cemetery|Cemetery|42.99119160|-72.57786850|311|PUTNEY
Dover Common|Park|42.94452470|-72.80231850|577|DOVER
Dover Elementary School|School|42.93869150|-72.81009650|651|DOVER
Dover Free Library|Building|42.94869150|-72.77148420|343|DOVER
Dover Post Office|Post Office|42.94230250|-72.80259630|574|DOVER
Dover Town Hall|Building|42.94396920|-72.80231850|576|DOVER
Dover Town Offices|Building|42.93869130|-72.85176440|515|DOVER
Dummerston Center Cemetery|Cemetery|42.93674780|-72.56953490|208|DUMMERSTON
Dummerston Schools|School|42.93369230|-72.53925640|132|DUMMERSTON
East Dover Cemetery|Cemetery|42.94869150|-72.77259540|354|DOVER
East Dover Baptist Church|Church|42.94924710|-72.77148420|341|DOVER
East Jamaica Cemetery|Cemetery|43.07952270|-72.74120620|178|JAMAICA
East Putney Brook Stone Arch Bridge|Bridge|42.99508070|-72.48481090|130|PUTNEY
East Putney Cemetery|Cemetery|42.99174740|-72.48564420|136|PUTNEY
Eaton Cemetery|Cemetery|43.17813180|-72.85037650|407|LONDONDERRY
Eden Park|Park|42.84285980|-72.56286790|128|BRATTLEBORO
Ellor Cemetery|Cemetery|42.91091440|-72.66148140|416|DUMMERSTON
Esteyville School|School|42.84674860|-72.56897910|127|BRATTLEBORO
Ezequelle Cemetery|Cemetery|42.98591370|-72.62870310|131|BROOKLINE
Fairfield Plaza Shopping Center|Locale|42.87424840|-72.56147900|86|BRATTLEBORO
Fairview Village|Populated Place|42.84035980|-72.56647910|130|BRATTLEBORO
Fessenden Cemetery|Cemetery|43.06035650|-72.73287250|446|JAMAICA
First Baptist Church|Church|43.13618890|-72.44953290|97|ROCKINGHAM
First Baptist Church|Church|42.85369300|-72.55953450|92|BRATTLEBORO
First Baptist Church|Church|43.22785320|-72.80843110|359|LONDONDERRY
First Cemetery|Cemetery|42.86397050|-72.72176040|504|MARLBORO
First Church of Christ Scientist|Church|42.85730400|-72.55953460|93|BRATTLEBORO
First Congregational Church|Church|42.85202620|-72.59870210|137|BRATTLEBORO
First Congregational Church|Church|43.08313440|-72.45925510|102|WESTMINSTER
First United Methodist Church|Church|42.87035950|-72.55647890|90|BRATTLEBORO
Fish Ladder and New England Power Company Information Center|Building|43.13285560|-72.44175500|79|ROCKINGHAM
Fisher Cemetery|Cemetery|43.12007770|-72.68342710|461|TOWNSHEND
Flood Brook Union School|School|43.23701960|-72.84787670|419|LONDONDERRY
Fort Dummer Monument|Park|42.81452660|-72.57036800|127|GUILFORD
Fort Dummer State Park|Park|42.81952660|-72.56286790|199|GUILFORD
Four Corners|Locale|42.85758150|-72.78065080|550|MARLBORO
Francis Hicks Memorial School|School|42.84869300|-72.58397950|127|BRATTLEBORO
Frank D Comerford Airfield|Airport|43.05896830|-72.49231110|248|WESTMINSTER
Ghost Trail|Trail|42.85230370|-72.81315170|583|WILMINGTON
Glen Street Cemetery|Cemetery|42.85563740|-72.60092440|139|BRATTLEBORO
Grafton Congregational Church and Chapel|Church|43.17341010|-72.60981430|270|GRAFTON
Grafton Cross Country Ski Center|Locale|43.15118830|-72.62259230|277|GRAFTON
Grafton Historical Museum Library|Building|43.17202120|-72.60703640|257|GRAFTON
Grafton Historical Society Museum|Building|43.17202120|-72.60703640|257|GRAFTON
Grafton Post Office|Post Office|43.17146570|-72.60675860|255|GRAFTON
Grafton Public Library|Building|43.17091010|-72.60953640|263|GRAFTON
Great Falls Regional Chamber of Commerce|Building|43.13285560|-72.44425500|99|ROCKINGHAM
Green Mountain Chapel|Church|42.84980410|-72.58481290|108|BRATTLEBORO
Green River Covered Bridge|Bridge|42.77591590|-72.66675890|212|GUILFORD
Green Street School|School|42.85174860|-72.56536800|116|BRATTLEBORO
Groll Cemetery|Cemetery|42.73786090|-72.63231360|298|GUILFORD
Guilford Center Cemetery|Cemetery|42.79369350|-72.61981360|271|GUILFORD
Guilford Central School|School|42.80091570|-72.62259140|226|GUILFORD
Guilford Community Church|Church|42.81758220|-72.57509040|124|GUILFORD
Hadley Field|Park|43.11757810|-72.43981050|119|WESTMINSTER
Halifax Cemetery|Cemetery|42.77063830|-72.74203830|488|HALIFAX
Halifax School|School|42.78424920|-72.76842790|351|HALIFAX
Hall Covered Bridge|Bridge|43.13785560|-72.48758890|122|ROCKINGHAM
Hamilton Road Cemetery|Cemetery|42.87674820|-72.66342580|326|BRATTLEBORO
Hamilton Falls|Falls|43.13757710|-72.76342940|402|JAMAICA
Hamilton Falls Trail|Trail|43.13757710|-72.76342940|402|JAMAICA
Haystack Golf and Country Club|Locale|42.91730250|-72.88259860|530|WILMINGTON
Haystack Ski Center|Locale|42.92424690|-72.89565460|614|WILMINGTON
Hearts Bend Boys and Girls Camp|Locale|42.99730230|-72.68564890|282|NEWFANE
Henry Cemetery|Cemetery|42.73786090|-72.71370420|329|HALIFAX
Hermitage Touring Center|Locale|42.92813570|-72.89871030|677|DOVER
Hidden Acres Campground|Locale|42.93063680|-72.53758980|93|DUMMERSTON
Holland-Brigham-Bixby Cemetery|Cemetery|43.02424640|-72.66148170|142|TOWNSHEND
Holton Cemetery|Cemetery|42.95452530|-72.57036820|271|DUMMERSTON
Houghtonville|Populated Place|43.19840950|-72.64731540|344|GRAFTON
Houghtonville Cemetery|Cemetery|43.19618730|-72.64842650|357|GRAFTON
Howard and Amy Rice Library|Building|42.83869300|-72.73481620|501|MARLBORO
Howe-East Jamaica Cemetery|Cemetery|43.07757840|-72.72620580|179|JAMAICA
Immanuel Cemetery|Cemetery|43.13396670|-72.44619950|105|ROCKINGHAM
Immanuel Episcopal Church|Church|43.13396670|-72.44592170|105|ROCKINGHAM
Interchange 1|Crossing|42.83535980|-72.55036760|69|BRATTLEBORO
Interchange 2|Crossing|42.85508180|-72.58009060|139|BRATTLEBORO
Interchange 3|Crossing|42.88647050|-72.55925680|90|BRATTLEBORO
Interchange 4|Crossing|42.96535870|-72.52286710|104|DUMMERSTON
Interchange 5|Crossing|43.09118980|-72.45619960|120|WESTMINSTER
Interchange 6|Crossing|43.17813250|-72.46342200|149|ROCKINGHAM
Jacksonville Cemetery|Cemetery|42.79813780|-72.81787380|452|WHITINGHAM
Jacksonville Post Office|Post Office|42.79813780|-72.82176280|417|WHITINGHAM
Jamaica Elementary School|School|43.10368880|-72.77509620|212|JAMAICA
Jamaica Memorial Free Public Library|Building|43.09980000|-72.77842960|222|JAMAICA
Jewell-Wheeler Hill Cemetery|Cemetery|42.82535920|-72.92565490|603|WHITINGHAM
John J Dorano State Forest|Forest|43.20146520|-72.56203520|300|GRAFTON
Kathan Cemetery|Cemetery|42.96702530|-72.51925600|111|PUTNEY
Kenolie Village Campground|Locale|42.98341370|-72.63925880|146|NEWFANE
Kidder Covered Bridge|Bridge|43.16896580|-72.60592520|253|GRAFTON
Kingdom Hall of Jehovahs Witnesses|Church|42.86480390|-72.61259130|154|BRATTLEBORO
Kurn Hattin Hill|Summit|43.06480150|-72.47536640|149|WESTMINSTER
Kurn Hattin School|School|43.06480150|-72.47481090|146|WESTMINSTER
Lamb Cemetery|Cemetery|42.83813720|-72.83509680|568|WILMINGTON
Lee Cemetery|Cemetery|42.82591540|-72.65175870|283|GUILFORD
Leyland and Gray High School|School|43.04646810|-72.66703750|177|TOWNSHEND
Leland and Gray Seminary (historical)|School|43.04646810|-72.66703750|177|TOWNSHEND
Linden Lodge|Building|42.85869290|-72.56425690|91|BRATTLEBORO
Little Ball Mountain|Summit|43.10979980|-72.76981830|272|JAMAICA
Living History Association|Building|42.86952540|-72.87370920|458|WILMINGTON
Living Memorial Park|Park|42.84647080|-72.58731290|155|BRATTLEBORO
Living Memorial Park Ski Area|Locale|42.84591520|-72.58675730|163|BRATTLEBORO
Luman Nelson Wildlife Museum|Building|42.85313710|-72.79259560|662|MARLBORO
Majic Mountain Ski Center|Locale|43.20202030|-72.77259670|416|LONDONDERRY
Maple Grove Cemetery|Cemetery|43.04702360|-72.67509330|167|TOWNSHEND
Maple Valley Ski Center|Locale|42.94258090|-72.62703620|280|DUMMERSTON
Maplehurst and Elmshurt Cemetery|Cemetery|42.76174940|-72.56814570|176|GUILFORD
Marlboro Congregational Church|Church|42.85952600|-72.72564930|533|MARLBORO
Marlboro Historical Society Building|Building|42.85758170|-72.72592710|546|MARLBORO
Medburyville Bridge|Bridge|42.87063640|-72.91954390|465|WILMINGTON
Meetinghouse Hill Cemetery|Cemetery|42.86313730|-72.59342420|231|BRATTLEBORO
Moore and Thompson Paper Mill (historical)|Locale|43.13396670|-72.44175500|84|ROCKINGHAM
Moore Free Library|Building|42.98563590|-72.65509260|168|NEWFANE
Morningside Cemetery|Cemetery|42.84341530|-72.55370110|87|BRATTLEBORO
Moss Hollow Campground|Locale|42.81897100|-72.74120510|425|HALIFAX
Mount Olga Fire Lookout Tower|Tower|42.85063710|-72.80370700|722|WILMINGTON
Mount Olga Trail|Trail|42.85035930|-72.80731820|637|WILMINGTON
Mount Pleasant Cemetery|Cemetery|42.97980300|-72.51897820|125|PUTNEY
Mount Snow Conference Center|Building|42.97146840|-72.89232140|616|DOVER
Mount Snow Golf Course|Locale|42.93480230|-72.86898710|590|DOVER
Mount Snow Ski Resort|Locale|42.96785740|-72.89454370|603|DOVER
Mount View Cemetery|Cemetery|42.95980190|-72.88843230|586|DOVER
Mountain Home Trailer Park|Populated Place|42.87008160|-72.61231350|150|BRATTLEBORO
Mundell-Bourne Cemetery|Cemetery|43.10146640|-72.86343220|472|JAMAICA
New Riverview Cemetery|Cemetery|42.87646990|-72.85926430|488|WILMINGTON
Newfane Congregational Church|Church|42.98535810|-72.65592590|169|NEWFANE
Newfane County Courthouse|Building|42.98535810|-72.65592590|169|NEWFANE
Newfane Elementary School|School|42.95980280|-72.64981460|156|NEWFANE
Newfane Post Office|Post Office|42.99063590|-72.65925930|191|NEWFANE
Newfane Town Hall|Building|42.98535810|-72.65564810|169|NEWFANE
Newfane Village Cemetery|Cemetery|42.98702470|-72.65231470|183|NEWFANE
Newfane Village Historic District|Park|42.98535810|-72.65509260|168|NEWFANE
North Cemetery|Cemetery|42.78813810|-72.53064490|92|VERNON
North Cemetery|Cemetery|43.09424430|-72.88593280|586|STRATTON
